;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
1101;masculino;comercio;miscelanea;campo valdes no. 1;3;4.0;9/11/2018;5000000;microempresarial
1102;masculino;comercio;tienda;belen;3;16.0;12/06/2017;5200000;microempresarial
1103;femenino;comercio;comidas rapidas;manrique oriental;2;3.0;25/05/2018;782000;microempresarial
1104;masculino;servicio;recreativo-educativo;belen;03;16.0;7/04/2016;6890000;microempresarial
1105;femenino;servicio;peluqueria;castilla;3;5.0;24/03/2017;7000000;microempresarial
1106;Femenino;servicio;fabrica de ;doce de octubre no.1;2;6.0;31/07/2018;7000000;microempresarial
1107;masculino;comercio;mantenimiento en ;popular;2;1.0;21/09/2016;5500000;Microempresarial
1108;femenino;comercio;reciclaje;santa teresita;2;12.0;7/04/2017;7370000;microempresarial
1109;femenino;servicio;taller de mecanica;robledo;01;7.0;20/09/2016;5000000;microempresarial
1110;femenino;industria;fabrica_de_calzado;cabecera san cristobal;3;60.0;3/08/2017;6000000;microempresarial
1111;femenino;comercio;taller de electronica;barrio caicedo;1;9.0;14/11/2018;3000000;microempresarial
1112;masculino;servicio;recreativo-educativo;el salvador;3;9.0;29/01/2019;8281000;Microempresarial
1113;masculino;industria;fabrica de alimentos;popular;2;1.0;1/03/2018;4100000;microempresarial
1114;masculino;industria;fabrica de ;manrique central no. 1;2;4.0;6/07/2018;7000000;microempresarial
1115;femenino;servicio;restaurante;barrio caicedo;1;9.0;2017/09/7;7000000;microempresarial
1116;femenino;industria;fabrica de ;CABECERA SAN CRISTOBAL;3;60.0;29/05/2019;8281000;microempresarial
1117;femenino;comercio;variedades;castilla;3;5.0;21/11/2018;7800000;microempresarial
1118;MASCULINO;industria;tienda;san javier no.1;2;13.0;2019/05/8;6000000;microempresarial
1119;femenino;industria;fabrica de calzado;robledo;2;7.0;23/03/2018;7800000;microempresarial
1120;masculino;servicio;Comidas_Rapidas;robledo;3;7.0;29/09/2016;3500000;microempresarial
1121;masculino;servicio;barberia;calasanz;2;12.0;2017/09/26;7377000;microempresarial
1122;masculino;servicio;montallantas;kennedy;2;6.0;26/10/2017;5000000;microempresarial
1123;masculino;comercio;fabrica-de-calzado;cordoba;2;7.0;31/01/2018;$ 7,800,000.00;microempresarial
1124;masculino;comercio;almacen de ropa en ;aranjuez;3;4.0;23/01/2019;8200000;microempresarial
1125;masculino;comercio;tienda;manrique central no. 1;1;4.0;23/04/2018;4480000;microempresarial
1126;masculino;servicio;fabrica de helados;florencia;3;5.0;27/02/2018;7800000;microempresarial
1127;masculino;servicio;variedades;boston;3;10.0;5/02/2018;3000000;microempresarial
1128;femenino;comercio;distribuidora de ;manrique oriental;2;8.0;1/03/2019;5500000;microempresarial
1129;femenino;comercio;tienda;enciso;1;8.0;26/04/2016;6500000;microempresarial
1130;femenino;comercio;PANADERIA;trinidad;3;15.0;3/04/2017;7000000;microempresarial
1131;femenino;comercio;variedades;aranjuez;2;4.0;13/03/2018;1200000;microempresarial
1132;femenino;industria;fabrica de ;campo_valdes_no._1;2;4.0;25/10/2017;6000000;microempresarial
1133;femenino;comercio;variedades;florencia;3;5.0;22/03/2017;7000000;microempresarial
1134;femenino;servicio;miscelanea;boston;2;10.0;5/06/2019;7000000;microempresarial
1135;femenino;industria;fabrica de ;aranjuez;2;4.0;17/07/2017;5000000;microempresarial
1136;MASCULINO;industria;fabrica de ;las palmas;3;10.0;30/11/2017;1500000;microempresarial
1137;femenino;comercio;variedades;el pesebre;1;13.0;18/10/2017;7370000;microempresarial
1138;masculino;comercio;variedades;moravia;2;4.0;11/04/2018;5000000;microempresarial
1139;masculino;comercio;miscelanea;playon de los ;2;2.0;11/07/2018;7800000;microempresarial
1140;femenino;comercio;productos de belleza;aranjuez;3;4.0;19/07/2018;7800000;microempresarial
1141;Femenino;industria;fabrica de ;andalucia;2;2.0;1/06/2016;6890000;microempresarial
1142;masculino;comercio;tienda;buenos aires;3;9.0;18/06/2018;7800000;microempresarial
1143;masculino;comercio;variedades;ARANJUEZ;3;4.0;14/12/2016;6890000;microempresarial
1144;femenino;industria;fabrica de ;POPULAR;2;1.0;2018/07/6;5000000;microempresarial
1145;masculino;servicio;variedades;san javier no.1;2;13.0;30/05/2018;7800000;microempresarial
1146;masculino;industria;fabrica de ;robledo;3;7.0;3/06/2016;6890000;microempresarial
1147;femenino;comercio;Variedades;cordoba;3;7.0;24/10/2017;7300000;microempresarial
1148;masculino;comercio;comidas rapidas;el salvador;3;9.0;13/11/2018;7800000;microempresarial
1149;femenino;comercio;tienda;20 de julio;1;13.0;21/05/2018;6000000;microempresarial
1150;femenino;servicio;cafe e internet;moravia;2;4.0;14/09/2016;6890000;microempresarial
1151;femenino;comercio;marroquineria;francisco antonio zea;3;5.0;17/03/2017;6000000;microempresarial
1152;masculino;comercio;fabrica de repuestos ;belen;3;16.0;24/03/2017;23000000;empresarial ed. 
1153;masculino;agropecuaria;floristeria;cabecera san cristobal;3;60.0;21/03/2017;10000000;agropecuaria
1154;femenino;comercio;variedades;buenos aires;2;9.0;18/04/2018;3000000;microempresarial
1155;femenino;industria;fabrica de calzado;enciso;2;8.0;5/08/2016;5000000;microempresarial
1156;FEMENINO;comercio;fabrica de helados;;1;6.0;15/11/2016;6800000;microempresarial
1157;femenino;industria;distribuidora de ;cabecera san antonio ;2;80.0;2016/11/3;3000000;microempresarial
1158;femenino;comercio;fabrica de ;bello horizonte;1;7.0;23/02/2017;4000000;microempresarial
1159;femenino;comercio;almacen de ropa en ;la francia;2;2.0;3/08/2018;4500000;microempresarial
1160;femenino;comercio;productos de belleza;alfonso lopez;2;5.0;19/07/2017;7370000;microempresarial
1161;masculino;industria;fabrica de ;santa cruz;2;2.0;18/06/2018;2000000;microempresarial
1162;masculino;industria;fabrica de ;manrique central no. 1;2;4.0;24/10/2018;7800000;microempresarial
1163;femenino;agropecuaria;criadero de animales ;la_floresta;2;12.0;14/06/2016;6890000;microempresarial
1164;masculino;comercio;tienda;la milagrosa;3;9.0;20/02/2018;5000000;microempresarial
1165;femenino;servicio;comidas rapidas;manrique oriental;2;3.0;2016/05/26;6800000;microempresarial
1166;masculino;comercio;restaurante;la colina;2;15.0;26/09/2017;7000000;microempresarial
1167;femenino;SERVICIO;peluqueria;la floresta;3;12.0;20/06/2018;7800000;microempresarial
1168;femenino;comercio;papeleria;manrique central no. 2;1;3.0;14/04/2016;5000000;microempresarial
1169;masculino;Comercio;PANADERIA;cabecera san antonio ;2;80.0;2017/04/27;3000000;microempresarial
1170;femenino;comercio;Variedades;manrique central no. 2;2;3.0;12/04/2016;3000000;microempresarial
1171;femenino;comercio;variedades;enciso;2;8.0;17/05/2018;2000000;juridica y cap.semilla
1172;femenino;comercio;productos de belleza;cabecera san antonio ;2;80.0;26/04/2018;$ 2,500,000.00;microempresarial
1173;femenino;comercio;billares;san jose de la cima no. ;2;3.0;8/03/2018;7800000;microempresarial
1174;Femenino;comercio;Fabrica De ;castilla;3;5.0;22/11/2016;6890000;microempresarial
1175;masculino;servicio;montallantas;campo valdes no. 1;3;4.0;15/05/2018;4000000;microempresarial
1176;femenino;servicio;peluqueria;la milagrosa;2;9.0;11/10/2018;4000000;microempresarial
1177;Femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;2/04/2019;5000000;microempresarial
1178;Femenino;comercio;almacen de ropa en ;villa_hermosa;3;8.0;16/01/2018;7000000;microempresarial
1179;Femenino;comercio;variedades;buenos aires;3;9.0;5/09/2018;3500000;microempresarial
1180;masculino;servicio;barberia;boyaca;3;5.0;23/06/2017;7370000;microempresarial
1181;FEMENINO;comercio;papeleria;Andalucia;2;2.0;6/07/2017;2000000;microempresarial
1182;MASCULINO;servicio;fabrica_de_calzado;santa cruz;2;2.0;7/12/2018;7800000;microempresarial
1183;femenino;servicio;ALMACEN DE ROPA EN ;belen;3;16.0;6/12/2018;7800000;microempresarial
1184;Femenino;comercio;almacen de ropa en ;doce de octubre no.1;2;6.0;18/05/2017;7370000;microempresarial
1185;masculino;servicio;Taller De Mecanica;pedregal;3;6.0;14/02/2017;5000000;MICROEMPRESARIAL
1186;femenino;comercio;variedades;enciso;1;8.0;26/11/2018;781000;microempresarial
1187;femenino;comercio;ALMACEN DE ROPA EN ;las violetas;2;16.0;17/01/2017;6000000;microempresarial
1188;femenino;industria;fabrica de ;san javier no.1;2;13.0;2/12/2016;4000000;microempresarial
1189;femenino;industria;fabrica de ;buenos aires;3;9.0;1/09/2017;$ 7,377,000.00;microempresarial
1190;femenino;comercio;comidas rapidas;prado;2;10.0;23/05/2018;6000000;microempresarial
1191;masculino;comercio;comidas rapidas;la pradera;3;13.0;6/03/2018;$ 5,000,000.00;microempresarial
1192;masculino;comercio;tienda de helados;san javier no.1;2;13.0;19/07/2016;27000000;empresarial ed. 
1193;femenino;industria;fabrica_de_;manrique central no. 1;3;4.0;2018/10/24;3000000;microempresarial
1194;femenino;comercio;restaurante;belen;3;16.0;19/05/2017;4000000;microempresarial
1195;femenino;servicio;mantenimiento en ;doce de octubre no.1;1;6.0;27/01/2017;6000000;microempresarial
1196;femenino;comercio;fabrica de ;prado;3;10.0;6/06/2017;6000000;microempresarial
1197;masculino;comercio;Tienda;buenos aires;3;9.0;29/05/2018;7800000;microempresarial
1198;femenino;industria;fabrica de ;robledo;2;7.0;11/07/2017;4500000;MICROEMPRESARIAL
1199;masculino;servicio;peluqueria;barrio caicedo;2;9.0;10/09/2018;1500000;microempresarial
1200;masculino;servicio;comidas rapidas;versalles no. 2;1;3.0;20/11/2017;3000000;microempresarial
1201;femenino;industria;fabrica de ;el chagualo;3;10.0;14/07/2017;7000000;microempresarial
1202;femenino;comercio;variedades;campo alegre;3;12.0;11/03/2019;4000000;microempresarial
1203;masculino;comercio;almacen de ropa en ;moravia;2;4.0;10/05/2017;7000000;microempresarial
1204;femenino;servicio;comidas rapidas;belen;3;16.0;5/02/2016;6800000;microempresarial
1205;Masculino;comercio;legumbreria;popular;2;1.0;2016/12/23;6000000;microempresarial
1206;FEMENINO;comercio;almacen de ropa en ;cabecera san cristobal;03;60.0;26/05/2017;7000000;microempresarial
1207;femenino;comercio;variedades;barrio caicedo;2;9.0;4/05/2017;63000000;microempresarial
1208;femenino;servicio;cafeteria;jesus nazareno;3;10.0;6/05/2016;6890000;microempresarial
1209;femenino;servicio;lavanderia;buenos aires;2;9.0;27/04/2017;7000000;microempresarial
1210;femenino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;20/10/2016;6500000;microempresarial
1211;masculino;industria;fabrica de ;san benito;3;10.0;1/06/2018;4400000;microempresarial
1212;femenino;comercio;tienda;campo valdes no. 1;2;4.0;11/10/2018;7800000;microempresarial
1213;femenino;comercio;papeleria;la milagrosa;3;9.0;8/07/2016;3000000;microempresarial
1214;femenino;servicio;barberia;buenos aires;3;9.0;10/05/2019;8281000;microempresarial
1215;femenino;comercio;comidas rapidas;parque norte;2;4.0;24/11/2016;8000000;microempresarial
1216;femenino;comercio;variedades;CAMPO VALDES NO. 1;3;4.0;19/10/2017;7000000;microempresarial
1217;femenino;servicio;peluqueria;belen;3;16.0;3/11/2016;6890000;microempresarial
1218;masculino;servicio;publicidad y ;pedregal;2;6.0;29/09/2016;6000000;Microempresarial
1219;femenino;comercio;tienda;la milagrosa;03;9.0;13/04/2018;5000000;microempresarial
1220;femenino;servicio;ferreteria;manrique central no. 1;3;4.0;14/09/2017;6000000;microempresarial
1221;femenino;industria;fabrica de ;popular;2;1.0;25/10/2017;7000000;microempresarial
1222;femenino;comercio;variedades;manrique central no. 1;3;4.0;8/09/2016;6000000;microempresarial
1223;femenino;comercio;productos de belleza;manrique central no. 1;2;4.0;5/06/2019;5250000;microempresarial
1224;femenino;industria;fabrica de ;carpinelo;1;1.0;24/07/2018;5000000;microempresarial
1225;femenino;comercio;almacen de ropa en ;campo valdes no. 1;3;4.0;6/06/2017;700000;microempresarial
1226;femenino;industria;fabrica de ;robledo;2;7.0;30/11/2016;6890000;microempresarial
1227;femenino;comercio;tienda;carlos e. restrepo;1;11.0;30/05/2019;8000000;microempresarial
1228;femenino;industria;fabrica de ;llanaditas;2;8.0;15/09/2016;6890000;microempresarial
1229;masculino;comercio;tienda;aranjuez;3;4.0;24/07/2017;7300000;microempresarial
1230;femenino;servicio;restaurante;enciso;1;8.0;7/10/2016;4130000;microempresarial
1231;femenino;comercio;papeleria;belen;2;16.0;1/11/2016;4500000;microempresarial
1232;masculino;comercio;distribuidora de ;BELEN;3;16.0;8/11/2018;$ 7,800,000.00;microempresarial
1233;femenino;comercio;comidas rapidas;robledo;2;7.0;4/10/2016;6890000;microempresarial
1234;femenino;comercio;variedades;doce de octubre no.1;2;6.0;17/10/2017;7000000;microempresarial
1235;masculino;industria;fabrica de ;andalucia;2;2.0;30/08/2017;4000000;microempresarial
1236;FEMENINO;comercio;miscelanea;san pablo;2;1.0;4/07/2017;7377170;microempresarial
1237;femenino;COMERCIO;variedades;llanaditas;01;8.0;7/04/2016;6890000;microempresarial
1238;femenino;industria;fabrica de ;buenos aires;3;9.0;19/09/2016;5000000;microempresarial
1239;femenino;comercio;almacen de ropa en ;castilla;3;5.0;2/12/2016;6890000;microempresarial
1240;femenino;comercio;distribuidora de ;villa hermosa;3;8.0;14/11/2017;6000000;MICROEMPRESARIAL
1241;masculino;comercio;distribuidora de ;moravia;2;4.0;16/05/2018;7800000;microempresarial
1242;femenino;comercio;restaurante;aranjuez;3;4.0;9/05/2017;$ 5,500,000.00;microempresarial
1243;femenino;industria;fabrica de ;buenos aires;3;9.0;29/05/2018;7800000;microempresarial
1244;masculino;servicio;organización y ;florencia;3;5.0;21/08/2018;6000000;microempresarial
1245;femenino;comercio;miscelanea;olaya herrera;1;7.0;2018/10/3;7000000;microempresarial
1246;femenino;industria;fabrica de ;la milagrosa;3;9.0;2018/09/14;7500000;microempresarial
1247;femenino;industria;fabrica-de-;campo valdes no. 1;3;4.0;27/10/2017;6000000;microempresarial
1248;masculino;comercio;variedades;doce de octubre no.1;2;6.0;30/10/2018;7800000;microempresarial
1249;femenino;industria;fabrica de ;PABLO VI;2;2.0;30/11/2016;6890000;microempresarial
1250;femenino;servicio;cafe e internet;manrique central no. 1;3;4.0;29/04/2019;8000000;microempresarial
1251;femenino;industria;fabrica de ;aranjuez;3;4.0;6/08/2018;7800000;microempresarial
1252;masculino;comercio;fabrica de calzado;robledo;3;7.0;29/08/2018;7800000;microempresarial
1253;femenino;comercio;productos de belleza;robledo;3;7.0;2/03/2017;4000000;MICROEMPRESARIAL
1254;masculino;comercio;COMIDAS RAPIDAS;bel¿n;02;16.0;1/02/2016;1500000;microempresarial
1255;femenino;comercio;tienda;boston;3;10.0;17/03/2016;5000000;microempresarial
1256;femenino;comercio;tienda de helados;santander;2;6.0;27/06/2017;7377000;microempresarial
1257;femenino;comercio;tienda de helados;robledo;1;7.0;14/09/2018;7000000;microempresarial
1258;Femenino;servicio;peluqueria;;1;2.0;16/07/2018;4500000;microempresarial
1259;femenino;comercio;tienda de helados;robledo;2;7.0;11/04/2018;4000000;microempresarial
1260;femenino;comercio;almacen de ropa en ;cabecera san cristobal;2;60.0;6/07/2017;5000000;microempresarial
1261;femenino;comercio;panaderia;la pradera;1;13.0;18/01/2019;7800000;microempresarial
1262;femenino;industria;fabrica de ;picacho;2;6.0;2017/11/21;4000000;microempresarial
1263;masculino;comercio;distribuidora de ;la milagrosa;3;9.0;1/11/2017;7377000;microempresarial
1264;femenino;comercio;almacen de ropa en ;san javier no.1;01;13.0;7/06/2018;1200000;microempresarial
1265;masculino;comercio;venta de calzado;santo domingo savio ;1;1.0;2018/05/29;7800000;microempresarial
1266;masculino;comercio;variedades;guayabal;3;15.0;30/04/2018;7000000;microempresarial
1267;masculino;INDUSTRIA;floristeria;cabecera san cristobal;2;60.0;12/10/2017;7300000;microempresarial
1268;masculino;comercio;comidas rapidas;moravia;2;4.0;6/07/2018;2000000;microempresarial
1269;masculino;comercio;variedades;aranjuez;2;4.0;14/06/2017;6000000;microempresarial
1270;MASCULINO;industria;fabrica de calzado;moravia;1;4.0;2018/05/10;4000000;microempresarial
1271;masculino;comercio;comidas_rapidas;robledo;1;7.0;2017/03/21;7377000;microempresarial
1272;masculino;comercio;Variedades;robledo;2;7.0;12/03/2018;6000000;microempresarial
1273;masculino;comercio;publicidad y ;belen;2;16.0;4/12/2017;800000;microempresarial
1274;femenino;industria;fabrica de ;buenos aires;3;9.0;8/08/2016;6890000;microempresarial
1275;masculino;servicio;peluqueria;juan xxiii la quiebra;1;13.0;13/12/2018;7800000;microempresarial
1276;femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;25/01/2018;7810000;microempresarial
1277;femenino;comercio;peluqueria;robledo;2;7.0;17/07/2018;7800000;microempresarial
1278;femenino;servicio;publicidad-y-;buenos aires;3;9.0;26/10/2017;$ 15,000,000.00;MICROEMPRESARIAL
1279;femenino;SERVICIO;productos_de_belleza;lopez de mesa;3;7.0;2018/01/24;7800000;microempresarial
1280;femenino;comercio;comidas rapidas;versalles no. 1;1;3.0;6/08/2018;4000000;microempresarial
1281;femenino;industria;variedades;san javier no.1;3;13.0;23/07/2018;5000000;microempresarial
1282;femenino;Agropecuaria;variedades;el salvador;3;9.0;16/02/2018;5000000;microempresarial
1283;femenino;comercio;tienda;olaya herrera;2;7.0;1/11/2017;5000000;microempresarial
1284;femenino;comercio;variedades;manrique oriental;2;3.0;29/11/2016;3800000;Microempresarial
1285;masculino;servicio;fotografia;manrique central no. 1;2;4.0;2018/10/24;7800000;microempresarial
1286;femenino;comercio;fabrica de alimentos;campo valdes no. 1;3;4.0;1/02/2017;7000000;microempresarial
1287;femenino;comercio;comidas rapidas;san diego;2;10.0;31/05/2017;7000000;microempresarial
1288;Femenino;Industria;Fabrica De ;san javier no.1;3;13.0;29/04/2016;$ 6,894,000.00;microempresarial
1289;femenino;comercio;fabrica de helados;robledo;2;7.0;14/03/2017;7300000;MICROEMPRESARIAL
1290;masculino;comercio;variedades;;1;1.0;23/11/2016;3000000;microempresarial
1291;masculino;industria;ebanistaria;castilla;3;5.0;7/11/2017;$ 7,300,000.00;microempresarial
1292;masculino;comercio;VARIEDADES;las palmas;3;10.0;11/05/2018;1500000;microempresarial
1293;FEMENINO;comercio;variedades;boston;3;10.0;1/02/2017;7370000;microempresarial
1294;masculino;comercio;variedades;manrique central no. 1;2;4.0;6/06/2017;7377000;microempresarial
1295;masculino;agropecuaria;criadero de animales ;maria cano ;1;3.0;16/04/2018;4500000;microempresarial
1296;femenino;industria;fabrica de ;enciso;3;8.0;5/07/2018;4000000;microempresarial
1297;masculino;servicio;organización y ;manrique central no. 1;2;4.0;31/05/2017;2000000;microempresarial
1298;masculino;comercio;legumbreria;belencito;1;13.0;24/06/2016;6000000;microempresarial
1299;masculino;comercio;almacen de ropa en ;santo domingo savio ;2;1.0;18/10/2016;6500000;microempresarial
1300;masculino;comercio;variedades;san german;3;7.0;25/04/2018;19531000;empresarial ed. 
1301;femenino;industria;Fabrica De ;manrique central no. 1;3;4.0;11/05/2018;5000000;microempresarial
1302;femenino;comercio;fabrica de alimentos;doce de octubre no.1;2;6.0;12/02/2018;7300000;microempresarial
1303;femenino;comercio;drogueria;moravia;2;4.0;21/03/2017;7300000;microempresarial
1304;masculino;servicio;barberia;doce de octubre no.1;2;6.0;4/04/2017;3000000;microempresarial
1305;femenino;comercio;almacen de ropa en ;el pinal;2;8.0;16/10/2018;7800000;microempresarial
1306;femenino;industria;fabrica de ;calasanz;3;12.0;7/02/2018;7000000;MICROEMPRESARIAL
1307;masculino;industria;fabrica de ;manrique oriental;1;3.0;27/03/2017;7000000;microempresarial
1308;Masculino;INDUSTRIA;fabrica de ;cabecera san cristobal;1;60.0;18/01/2019;7800000;microempresarial
1309;masculino;comercio;legumbreria;popular;1;1.0;24/08/2017;1000000;microempresarial
1310;femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;21/10/2016;6500000;microempresarial
1311;masculino;servicio;productos de belleza;barrio caicedo;1;9.0;8/02/2017;7350000;microempresarial
1312;masculino;industria;fabrica de ;manrique oriental;1;3.0;12/07/2017;6000000;microempresarial
1313;masculino;comercio;charcuteria;robledo;2;7.0;17/05/2017;75000000;microempresarial
1314;masculino;comercio;mantenimiento en ;la candelaria;1;10.0;23/02/2016;3000000;MICROEMPRESARIAL
1315;femenino;INDUSTRIA;fabrica de ;manrique central no. 2;3;3.0;9/03/2017;3000000;microempresarial
1316;masculino;comercio;variedades;la milagrosa;2;9.0;2016/08/5;5000000;microempresarial
1317;masculino;industria;distribuidora-de-;san javier no.1;3;1.0;14/03/2017;30000000;empresarial ed. 
1318;femenino;servicio;peluqueria;campo valdes no. 1;03;4.0;15/11/2018;5000000;microempresarial
1319;masculino;comercio;variedades;cabecera san cristobal;3;60.0;20/11/2017;7000000;microempresarial
1320;femenino;SERVICIO;variedades;BUENOS AIRES;2;9.0;23/11/2018;7000000;microempresarial
1321;femenino;comercio;comidas rapidas;san javier no.1;1;13.0;14/03/2018;7800000;microempresarial
1322;femenino;industria;fabrica de ;francisco antonio zea;2;2.0;4/09/2017;6000000;microempresarial
1323;femenino;servicio;barberia;belen;2;16.0;20/02/2018;2000000;microempresarial
1324;femenino;comercio;Papeleria;aranjuez;1;4.0;23/08/2018;7000000;microempresarial
1325;femenino;industria;fabrica de ;enciso;2;8.0;3/08/2018;6000000;microempresarial
1326;femenino;comercio;almacen de ropa en ;barrio caicedo;1;9.0;25/10/2018;7000000;microempresarial
1327;femenino;comercio;tienda;el pinal;01;8.0;10/02/2016;3000000;microempresarial
1328;femenino;comercio;comidas rapidas;villatina;1;8.0;30/07/2018;7800000;microempresarial
1329;femenino;comercio;Almacen De Ropa En ;olaya herrera;1;7.0;24/04/2018;4600000;microempresarial
1330;masculino;comercio;papeleria;castilla;3;5.0;18/08/2016;2000000;microempresarial
1331;masculino;industria;fabrica de ;belen;3;16.0;16/05/2018;780000;microempresarial
1332;femenino;servicio;fotografia;robledo;2;7.0;12/07/2018;5000000;microempresarial
1333;femenino;servicio;taller de mecanica;manrique central no. 1;2;4.0;17/09/2016;6500000;microempresarial
1334;FEMENINO;comercio;comidas rapidas;doce de octubre no.1;2;6.0;1/11/2018;$ 780,000.00;microempresarial
1335;femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;24/10/2017;5000000;microempresarial
1336;masculino;servicio;taller de electronica;san javier no.1;3;13.0;15/02/2019;8122200;MICROEMPRESARIAL
1337;femenino;comercio;tienda;la esperanza no. 2;1;1.0;22/02/2019;5000000;microempresarial
1338;femenino;comercio;variedades;doce de octubre no.1;2;6.0;25/01/2019;2000000;microempresarial
1339;femenino;COMERCIO;variedades;santander;2;12.0;3/10/2017;5000000;juridica y cap.semilla
1340;femenino;comercio;ALMACEN DE ROPA EN ;villa hermosa;3;8.0;12/09/2016;6890000;microempresarial
1341;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;30/11/2018;5000000;MICROEMPRESARIAL
1342;femenino;comercio;variedades;san javier no.1;1;13.0;19/04/2017;4000000;MICROEMPRESARIAL
1343;femenino;industria;fabrica de calzado;popular;2;1.0;30/08/2016;6890000;microempresarial
1344;femenino;servicio;peluqueria;san javier no.1;1;13.0;7/06/2016;3000000;microempresarial
1345;femenino;;restaurante;llanaditas;1;8.0;1/08/2017;7377000;microempresarial
1346;femenino;comercio;variedades;antonio nariño;2;13.0;10/01/2018;4500000;microempresarial
1347;femenino;industria;fabrica de ;santander;2;6.0;2018/06/27;3500000;microempresarial
1348;femenino;industria;fabrica de ;la floresta;3;12.0;27/02/2018;5000000;MICROEMPRESARIAL
1349;masculino;comercio;legumbreria;cabecera san antonio ;2;80.0;21/05/2018;3000000;microempresarial
1350;masculino;servicio;variedades;LORETO;3;9.0;2018/05/28;7500000;microempresarial
1351;femenino;industria;fabrica de ;belen;2;16.0;16/05/2018;7800000;microempresarial
1352;masculino;comercio;variedades;Enciso;2;8.0;14/12/2018;1000000;microempresarial
1353;femenino;;restaurante;loreto;2;9.0;26/08/2016;5000000;microempresarial
1354;femenino;servicio;peluqueria;popular;2;1.0;6/11/2018;2000000;microempresarial
1355;femenino;comercio;distribuidora de ;pedregal;3;6.0;7/04/2017;5000000;microempresarial
1356;FEMENINO;industria;fabrica de ;aranjuez;1;4.0;23/11/2017;4500000;microempresarial
1357;femenino;servicio;Peluqueria;picacho;1;6.0;2018/12/6;7800000;microempresarial
1358;masculino;INDUSTRIA;fabrica de ;castilla;2;5.0;1/08/2018;7800000;microempresarial
1359;masculino;comercio;variedades;centro admtivo;2;10.0;17/04/2017;1200000;microempresarial
1360;femenino;comercio;comidas rapidas;santo domingo savio ;1;1.0;2017/08/31;2200000;microempresarial
1361;femenino;INDUSTRIA;fabrica de calzado;el salvador;02;9.0;7/02/2018;$ 7,800,000.00;microempresarial
1362;masculino;comercio;VARIEDADES;enciso;2;8.0;25/01/2018;780000;microempresarial
1363;femenino;comercio;peluqueria;villatina;1;8.0;4/07/2017;7000000;microempresarial
1364;femenino;industria;fabrica de colchones;bombona no. 1;3;10.0;10/03/2017;7370000;microempresarial
1365;masculino;comercio;FABRICA DE HELADOS;picachito;1;6.0;3/03/2017;$ 2,500,000.00;microempresarial
1366;masculino;comercio;variedades;aranjuez;2;4.0;28/09/2017;4000000;microempresarial
1367;femenino;industria;fabrica de ;san javier no.1;1;13.0;17/05/2018;7000000;microempresarial
1368;masculino;comercio;comidas rapidas;san pedro;2;4.0;2017/06/13;7300000;microempresarial
1369;masculino;servicio;mantenimiento en ;palmitas;1;50.0;6/04/2018;4000000;microempresarial
1370;femenino;comercio;fabrica de ;robledo;3;7.0;15/11/2016;6894000;microempresarial
1371;masculino;industria;fabrica de alimentos;san benito;3;10.0;20/02/2018;18000000;empresarial ed. 
1372;femenino;servicio;comidas rapidas;manrique central no. 2;3;3.0;13/10/2016;6890000;microempresarial
1373;masculino;servicio;fotografia;aranjuez;3;4.0;6/06/2019;2000000;microempresarial
1374;masculino;comercio;fabrica de alimentos;popular;1;1.0;28/05/2018;2000000;microempresarial
1375;femenino;industria;papeleria;san javier no.1;3;13.0;30/05/2018;7800000;microempresarial
1376;femenino;industria;fabrica de ;popular;02;1.0;1/06/2018;4000000;microempresarial
1377;femenino;industria;fabrica de ;enciso;1;8.0;10/05/2019;8281160;microempresarial
1378;femenino;servicio;variedades;picacho;1;6.0;4/04/2019;4500000;microempresarial
1379;femenino;industria;panaderia;castilla;3;5.0;11/10/2018;7000000;microempresarial
1380;femenino;servicio;fabrica de ;la candelaria;2;10.0;21/01/2016;3000000;microempresarial
1381;femenino;industria;fabrica de ;trinidad;3;15.0;6/02/2018;7800000;microempresarial
1382;masculino;servicio;barberia;juan xxiii la quiebra;1;13.0;14/08/2017;7370000;microempresarial
1383;femenino;industria;fabrica de calzado;moravia;2;4.0;7/12/2017;7300000;microempresarial
1384;femenino;comercio;comidas rapidas;buenos aires;3;9.0;16/07/2018;7000000;microempresarial
1385;femenino;industria;fabrica de ;cabecera-san-cristobal;3;60.0;8/04/2019;8000000;microempresarial
1386;femenino;servicio;tienda;enciso;2;8.0;1/06/2018;4000000;microempresarial
1387;femenino;comercio;fabrica de helados;robledo;2;7.0;2/08/2017;5000000;microempresarial
1388;femenino;comercio;fabrica de ;popular;1;1.0;2/05/2017;7370000;microempresarial
1389;masculino;servicio;barberia;belen;3;16.0;27/07/2017;7000000;microempresarial
1390;femenino;comercio;tienda de helados;playon de los ;2;2.0;28/11/2017;7000000;microempresarial
1391;masculino;comercio;tienda;buenos aires;1;9.0;7/10/2016;4000000;microempresarial
1392;femenino;industria;fabrica de ;el diamante;2;7.0;16/09/2016;6890000;microempresarial
