;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
300;femenino;servicio;distribuidora de ;robledo;2;7.0;5/09/2016;5000000;microempresarial
301;femenino;comercio;variedades;la esperanza;1;6.0;28/02/2017;7300000;Microempresarial
302;femenino;industria;fabrica de ;;3;4.0;22/06/2018;4000000;microempresarial
303;masculino;industria;fabrica de ;enciso;3;8.0;2016/05/31;3000000;microempresarial
304;femenino;industria;fabrica de ;el pinal;2;8.0;2016/05/26;6800000;microempresarial
305;femenino;comercio;variedades;la milagrosa;3;9.0;28/08/2017;7000000;microempresarial
306;femenino;comercio;variedades;bel¿n;1;16.0;19/02/2016;2000000;microempresarial
307;masculino;comercio;almacen de ropa en ;belen;3;16.0;4/07/2018;3000000;microempresarial
308;femenino;comercio;comidas rapidas;manrique central no. 2;2;3.0;10/12/2018;1200000;microempresarial
309;femenino;comercio;variedades;enciso;3;8.0;5/07/2018;7000000;microempresarial
310;femenino;servicio;comidas rapidas;manrique central no. 1;2;4.0;8/03/2018;7000000;microempresarial
311;femenino;servicio;comidas rapidas;pablo vi;2;2.0;22/04/2016;5000000;microempresarial
312;femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;2017/04/25;6000000;microempresarial
313;femenino;industria;peluqueria;san javier no.1;02;13.0;21/07/2016;5000000;microempresarial
314;femenino;comercio;fabrica de alimentos;el salvador;3;9.0;10/11/2016;2000000;microempresarial
315;femenino;comercio;Venta De Calzado;robledo;2;7.0;1/06/2016;3000000;microempresarial
316;femenino;industria;fabrica de ;manrique central no. 2;03;3.0;28/03/2016;6890000;microempresarial
317;femenino;servicio;comidas-rapidas;aranjuez;3;4.0;1/02/2019;6000000;microempresarial
318;femenino;industria;fabrica de ;manrique central no. 2;3;3.0;31/07/2018;5000000;microempresarial
319;femenino;comercio;variedades;el_salvador;3;9.0;24/05/2018;3000000;microempresarial
320;masculino;comercio;FERRETERIA;cabecera san antonio ;2;80.0;30/05/2017;7370000;microempresarial
321;femenino;comercio;tienda;robledo;2;7.0;23/01/2017;7377000;microempresarial
322;masculino;INDUSTRIA;fabrica de ;guayabal;2;15.0;24/10/2018;7800000;microempresarial
323;femenino;comercio;fabrica de alimentos;cabecera san antonio ;2;80.0;12/06/2018;7800000;MICROEMPRESARIAL
324;femenino;comercio;comidas rapidas;san javier no.1;2;13.0;2017/04/19;7000000;microempresarial
325;femenino;comercio;peluqueria;san benito;3;10.0;10/02/2016;6800000;microempresarial
326;femenino;comercio;tienda;manrique central no. 1;2;4.0;26/09/2017;$ 2,000,000.00;microempresarial
327;masculino;servicio;recreativo-educativo;loreto;3;9.0;31/08/2017;6;microempresarial
328;femenino;comercio;COMIDAS RAPIDAS;campo valdes no. 1;3;4.0;4/11/2016;6000000;microempresarial
329;femenino;servicio;peluqueria;popular;2;1.0;30/05/2018;7000000;microempresarial
330;femenino;comercio;variedades;doce de octubre no.1;2;6.0;6/03/2018;2000000;microempresarial
331;femenino;comercio;almacen de ropa en ;juan xxiii la quiebra;2;13.0;2017/07/26;7000000;microempresarial
332;femenino;comercio;tienda;manrique central no. 1;3;4.0;6/02/2018;7200000;MICROEMPRESARIAL
333;femenino;servicio;peluqueria;manrique central no. 2;2;3.0;2016/05/20;5500000;microempresarial
334;FEMENINO;comercio;tienda;popular;1;1.0;30/07/2018;7800000;microempresarial
335;femenino;comercio;comidas rapidas;belen;2;16.0;10/10/2016;5000000;microempresarial
336;femenino;comercio;bares;popular;1;1.0;10/03/2017;4000000;microempresarial
337;masculino;comercio;cafeteria;robledo;2;7.0;2016/10/14;6890000;microempresarial
338;femenino;comercio;almacen-de-ropa-en-;la pradera;3;13.0;2017/07/10;7000000;MICROEMPRESARIAL
339;femenino;comercio;comidas rapidas;picacho;1;6.0;29/03/2017;73770000;Microempresarial
340;femenino;industria;fabrica de ;buenos aires;3;9.0;5/07/2018;7500000;microempresarial
341;femenino;industria;fabrica_de_;villa del socorro;2;2.0;24/07/2018;7800000;microempresarial
342;masculino;industria;fabrica de calzado;andalucia;2;2.0;31/05/2017;7000000;microempresarial
343;femenino;industria;fabrica de ;san javier no.1;2;13.0;2017/03/7;7370000;microempresarial
344;femenino;industria;comidas rapidas;barrio caicedo;1;9.0;27/06/2018;7500000;microempresarial
345;masculino;servicio;barberia;barrio caicedo;2;9.0;27/09/2016;6890000;microempresarial
346;femenino;servicio;VENTA DE LACTEOS;buenos aires;1;9.0;2017/10/27;7000000;microempresarial
347;femenino;comercio;peluqueria;robledo;2;7.0;22/01/2019;8000000;microempresarial
348;masculino;comercio;mantenimiento en ;cabecera san cristobal;2;60.0;6/04/2016;6800000;microempresarial
349;femenino;comercio;peluqueria;pablo vi;2;2.0;25/01/2018;6000000;microempresarial
350;femenino;industria;fabrica de ;la floresta;3;12.0;28/05/2018;5000000;microempresarial
351;masculino;comercio;legumbreria;manrique oriental;3;3.0;20/03/2018;7800000;microempresarial
352;femenino;comercio;panaderia;robledo;1;7.0;2017/10/20;7370000;microempresarial
353;masculino;comercio;cerrajeria;el pinal;2;8.0;10/01/2017;7377710;microempresarial
354;femenino;comercio;distribuidora_de_;blanquizal;01;13.0;7/09/2017;7300000;MICROEMPRESARIAL
355;femenino;SERVICIO;comidas rapidas;san diego;1;10.0;12/05/2016;4000000;microempresarial
356;masculino;comercio;tienda;cabecera san cristobal;2;60.0;8/02/2018;$ 7,800,000.00;microempresarial
357;femenino;industria;fabrica de ;andalucia;2;2.0;18/07/2017;7370000;microempresarial
358;femenino;servicio;peluqueria;campo valdes no. 1;3;4.0;8/03/2018;3000000;microempresarial
359;femenino;comercio;fabrica de colchones;aranjuez;3;4.0;21/06/2017;7377000;microempresarial
360;masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;21/05/2018;5000000;microempresarial
361;femenino;industria;fabrica de ;castilla;3;5.0;14/06/2016;5000000;microempresarial
362;masculino;industria;mantenimiento en ;robledo;2;7.0;13/06/2017;7377000;Microempresarial
363;femenino;comercio;almacen de ropa en ;robledo;2;7.0;15/02/2018;6000000;microempresarial
364;MASCULINO;;cafe e internet;calasanz;2;12.0;26/01/2018;6200000;microempresarial
365;femenino;servicio;variedades;belen;3;16.0;7/12/2017;4500000;MICROEMPRESARIAL
366;femenino;Comercio;variedades;;3;6.0;11/04/2018;3000000;microempresarial
367;masculino;servicio;recreativo-educativo;aranjuez;3;4.0;8/03/2016;6890000;microempresarial
368;masculino;servicio;barberia;robledo;1;7.0;1/06/2018;7800000;microempresarial
369;masculino;comercio;almacen de ropa en ;manrique central no. 2;3;3.0;15/06/2016;6894550;microempresarial
370;femenino;comercio;legumbreria;cabecera san antonio ;2;80.0;2/03/2018;4000000;microempresarial
371;masculino;comercio;almacen-de-ropa-en-;san pablo;2;1.0;8/03/2017;7000000;microempresarial
372;femenino;comercio;comidas rapidas;florencia;3;5.0;13/12/2018;7800000;microempresarial
373;femenino;comercio;fabrica de muebles;CAMPO VALDES NO. 1;3;4.0;28/01/2019;8000000;microempresarial
374;femenino;COMERCIO;almacen de ropa en ;moravia;2;4.0;26/02/2018;4000000;microempresarial
375;masculino;comercio;variedades;san javier no.1;1;13.0;2017/07/14;3000000;microempresarial
376;masculino;servicio;cerrajeria;buenos aires;2;9.0;18/07/2017;7377000;microempresarial
377;femenino;comercio;variedades;boston;03;10.0;5/09/2018;7800000;microempresarial
378;FEMENINO;comercio;comidas rapidas;belen;3;16.0;25/05/2018;5000000;microempresarial
379;femenino;comercio;drogueria;robledo;2;7.0;30/10/2017;7300000;microempresarial
380;femenino;industria;variedades;la francia;02;2.0;25/08/2016;6800000;microempresarial
381;femenino;servicio;cafe e internet;manrique central no. 2;01;3.0;3/08/2016;5000000;microempresarial
382;femenino;comercio;comidas rapidas;tricentenario;3;5.0;26/04/2017;5000000;microempresarial
383;femenino;comercio;variedades;barrio caicedo;2;9.0;17/03/2017;7377000;microempresarial
384;masculino;;barberia;manrique central no. 2;1;3.0;21/12/2016;5000000;microempresarial
385;masculino;comercio;ALMACEN_DE_ROPA_EN_;andalucia;2;2.0;6/05/2019;1725000;microempresarial
386;femenino;servicio;peluqueria;aranjuez;3;4.0;9/04/2018;7800000;microempresarial
387;femenino;comercio;comidas rapidas;andalucia;2;2.0;12/02/2018;6000000;microempresarial
388;masculino;comercio;variedades;manrique-central-no.-1;2;4.0;23/02/2017;2000000;microempresarial
389;masculino;COMERCIO;taller de electronica;belencito;2;13.0;1/08/2017;4000000;microempresarial
390;femenino;comercio;comidas_rapidas;Llanaditas;1;8.0;17/07/2017;4000000;microempresarial
391;femenino;comercio;tienda;santo domingo savio ;1;1.0;14/09/2018;7800000;microempresarial
392;masculino;comercio;fabrica de calzado;campo valdes no. 1;3;4.0;23/05/2017;5000000;microempresarial
393;masculino;comercio;fabrica de helados;belencito;3;13.0;13/06/2016;6000000;MICROEMPRESARIAL
394;femenino;comercio;restaurante;popular;2;1.0;12/08/2016;6890000;microempresarial
395;MASCULINO;comercio;comidas rapidas;aranjuez;2;4.0;3/03/2017;4000000;microempresarial
396;femenino;comercio;variedades;enciso;1;8.0;13/06/2018;4000000;microempresarial
397;femenino;comercio;carniceria;popular;1;1.0;2017/03/13;7300000;microempresarial
398;masculino;comercio;restaurante;boston;3;10.0;20/06/2017;7367000;microempresarial
399;femenino;industria;fabrica_de_;manrique central no. 1;2;4.0;25/04/2018;7800000;microempresarial
400;femenino;industria;variedades;campo valdes no. 1;3;4.0;26/02/2018;5000000;microempresarial
401;masculino;servicio;mantenimiento en ;el salvador;3;9.0;7/11/2017;4300000;microempresarial
402;femenino;comercio;joyeria;;3;4.0;20/01/2017;7377000;microempresarial
403;masculino;industria;carpinteria;santa elena central;2;90.0;25/01/2018;2000000;microempresarial
404;masculino;servicio;cerrajeria;playon de los ;2;2.0;5/03/2018;1000000;microempresarial
405;Femenino;comercio;almacen de ropa en ;blanquizal;1;13.0;18/04/2017;7300000;microempresarial
406;masculino;servicio;mantenimiento en ;san javier no.1;3;13.0;23/05/2018;7800000;microempresarial
407;femenino;;variedades;picacho;1;6.0;31/10/2018;7800000;microempresarial
408;femenino;comercio;comidas rapidas;robledo;2;7.0;5/03/2019;7000000;microempresarial
409;femenino;comercio;comidas rapidas;la pradera;3;13.0;20/04/2017;7377000;microempresarial
410;masculino;servicio;mantenimiento en ;robledo;2;7.0;6/09/2017;7000000;microempresarial
411;masculino;industria;carpinteria;manrique oriental;1;3.0;10/04/2018;3000000;microempresarial
412;femenino;comercio;variedades;pedregal;3;6.0;8/02/2018;5000000;microempresarial
413;femenino;comercio;almacen de ropa en ;moravia;2;4.0;16/07/2018;7800000;microempresarial
414;masculino;comercio;taller de mecanica;manrique central no. 2;3;3.0;29/05/2018;5000000;microempresarial
415;femenino;comercio;variedades;robledo;3;7.0;13/07/2017;7000000;microempresarial
416;masculino;comercio;distribuidora de ;robledo;2;7.0;27/04/2018;7800000;microempresarial
417;masculino;SERVICIO;recreativo-educativo;pedregal;3;6.0;22/09/2016;6350000;MICROEMPRESARIAL
418;femenino;comercio;fabrica de ;santa cruz;2;2.0;2018/07/18;$ 7,812,000.00;microempresarial
419;femenino;comercio;tienda;campo_valdes_no._1;1;4.0;16/03/2017;5000000;microempresarial
420;femenino;servicio;Peluqueria;boston;3;10.0;13/09/2016;2000000;microempresarial
421;masculino;comercio;legumbreria;juan xxiii la quiebra;1;13.0;22/12/2017;4400000;microempresarial
422;masculino;industria;fabrica de ;robledo;1;7.0;17/05/2018;3500000;microempresarial
423;femenino;comercio;peluqueria;san pablo;1;1.0;14/03/2018;$ 3,000,000.00;microempresarial
424;femenino;comercio;tienda;enciso;2;8.0;30/05/2018;5000000;microempresarial
425;femenino;industria;fabrica de colchones;villa del socorro;2;2.0;29/08/2017;7370000;microempresarial
426;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;8/05/2019;8000000;microempresarial
427;femenino;agropecuaria;viveros_;la esperanza;1;6.0;2016/12/13;6000000;microempresarial
428;masculino;comercio;Tienda;robledo;3;7.0;1/09/2017;7377000;microempresarial
429;femenino;comercio;almacen de ropa en ;;3;10.0;4/08/2017;7300000;microempresarial
430;femenino;comercio;granero;barrio caicedo;3;9.0;26/09/2016;6000000;microempresarial
431;masculino;servicio;peluqueria;aranjuez;3;4.0;11/10/2016;6890000;microempresarial
432;femenino;comercio;tienda;san javier no.1;2;13.0;4/04/2016;5000000;microempresarial
433;masculino;industria;fabrica de calzado;aranjuez;2;4.0;28/07/2017;7377000;microempresarial
434;femenino;agropecuaria;CRIADERO DE ANIMALES ;olaya herrera;1;7.0;14/07/2017;7300000;microempresarial
435;Femenino;comercio;variedades;cabecera san antonio ;2;80.0;16/11/2017;7000000;microempresarial
436;masculino;industria;fabrica de ;doce de octubre no.1;2;6.0;22/12/2016;6500000;microempresarial
437;Femenino;Industria;fabrica de ;manrique central no. 1;1;4.0;2018/04/9;7800000;microempresarial
438;femenino;COMERCIO;variedades;cabecera san cristobal;1;60.0;25/10/2018;4000000;microempresarial
439;masculino;;variedades;loreto;2;9.0;18/01/2019;5000000;microempresarial
440;femenino;comercio;tienda;la milagrosa;3;9.0;2/11/2018;6000000;microempresarial
441;masculino;industria;fabrica de ;guayabal;3;15.0;2018/08/8;7800000;microempresarial
442;femenino;industria;fabrica_de_productos_;campo valdes no. 1;3;4.0;10/08/2018;7800000;microempresarial
443;masculino;comercio;tienda;campo valdes no. 1;2;4.0;31/05/2017;7000000;microempresarial
444;femenino;comercio;tienda de helados;robledo;2;7.0;2018/02/13;7800000;microempresarial
445;masculino;comercio;tienda;manrique oriental;2;3.0;28/03/2019;2000000;microempresarial
446;femenino;comercio;comidas rapidas;cristo rey;3;15.0;5/03/2018;5000000;microempresarial
447;masculino;industria;fabrica-de-;versalles no. 1;2;3.0;29/01/2018;6000000;microempresarial
448;masculino;comercio;variedades;la milagrosa;2;9.0;10/08/2017;7000000;microempresarial
449;femenino;comercio;papeleria;villa guadalupe;2;1.0;30/11/2016;6890000;microempresarial
450;femenino;COMERCIO;variedades;enciso;2;8.0;2017/03/1;7377000;microempresarial
451;masculino;AGROPECUARIA;criadero de animales ;cabecera san cristobal;2;60.0;23/05/2018;7800000;microempresarial
452;femenino;servicio;peluqueria;robledo;2;7.0;9/01/2019;8281000;microempresarial
453;masculino;servicio;fabrica de colchones;robledo;2;7.0;11/10/2018;7800000;microempresarial
454;masculino;comercio;bares;san pablo;2;1.0;26/04/2018;7800000;microempresarial
455;femenino;agropecuaria;variedades;andalucia;2;2.0;15/06/2018;7000000;microempresarial
456;femenino;comercio;variedades;manrique central no. 2;2;3.0;24/02/2017;$ 6,000,000.00;microempresarial
457;femenino;agropecuaria;venta de pollos;cabecera san cristobal;2;60.0;22/02/2019;10000000;microempresarial
458;femenino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;25/04/2017;14000000;microempresarial
459;femenino;comercio;peluqueria;el poblado;1;14.0;22/06/2017;7377000;microempresarial
460;femenino;industria;fabrica de calzado;calasanz;2;12.0;26/10/2018;7000000;microempresarial
461;MASCULINO;comercio;productos de belleza;santo domingo savio ;1;1.0;14/09/2018;2000000;microempresarial
462;femenino;comercio;variedades;robledo;3;7.0;2/02/2018;7800000;microempresarial
463;masculino;servicio;variedades;laureles;3;11.0;14/12/2016;20000000;empresarial ed. 
464;femenino;comercio;fabrica-de-helados;doce de octubre no.1;2;6.0;2017/02/6;3000000;microempresarial
465;femenino;industria;fabrica de ;;3;4.0;6/03/2018;2000000;microempresarial
466;femenino;comercio;comidas rapidas;san javier no.1;2;13.0;30/11/2016;4000000;microempresarial
467;femenino;comercio;fabrica de ;pedregal;3;6.0;23/05/2017;4300000;microempresarial
468;femenino;comercio;ferreteria;belencito;2;13.0;22/05/2018;7800000;microempresarial
469;femenino;servicio;cafe e internet;santo domingo savio ;2;1.0;6/09/2017;7300000;microempresarial
470;femenino;comercio;taller de electronica;trinidad;2;15.0;6/07/2017;7377000;microempresarial
471;femenino;comercio;tienda;san javier no.1;2;13.0;7/11/2018;7000000;microempresarial
472;masculino;comercio;carniceria;santo domingo savio ;2;1.0;11/05/2018;5000000;microempresarial
473;femenino;industria;fabrica de calzado;doce de octubre no.1;2;6.0;21/02/2019;4300000;microempresarial
474;femenino;industria;variedades;belen;3;16.0;5/07/2018;19500000;juridica y cap.semilla
475;masculino;servicio;COMIDAS RAPIDAS;enciso;3;8.0;9/03/2018;$ 1,500,000.00;microempresarial
476;masculino;industria;fabrica de ;aranjuez;3;4.0;1/08/2018;7000000;microempresarial
477;masculino;industria;fabrica de colchones;manrique central no. 1;2;4.0;6/02/2018;$ 6,000,000.00;microempresarial
478;masculino;servicio;variedades;robledo;2;7.0;2017/06/21;7377000;microempresarial
479;femenino;comercio;variedades;manrique oriental;2;3.0;3/05/2017;5000000;microempresarial
480;femenino;comercio;comidas rapidas;popular;2;1.0;2018/04/27;2000000;microempresarial
481;femenino;Comercio;recreativo-educativo;campo valdes no. 1;3;4.0;12/04/2016;6890000;microempresarial
482;femenino;servicio;tienda;sucre;1;8.0;2018/05/29;6000000;microempresarial
483;femenino;comercio;productos de belleza;andalucia;2;2.0;21/04/2017;7000000;microempresarial
484;masculino;industria;fabrica de ;guayabal;2;15.0;30/03/2017;6000000;microempresarial
485;femenino;comercio;variedades;manrique central no. 1;1;4.0;20/10/2016;6890000;microempresarial
486;femenino;industria;FABRICA DE ;la milagrosa;3;9.0;17/07/2017;7300000;microempresarial
487;femenino;comercio;VARIEDADES;doce de octubre no.1;2;6.0;8/05/2017;3000000;microempresarial
488;masculino;servicio;peluqueria;santa cruz;1;2.0;14/09/2018;$ 5,000,000.00;microempresarial
489;femenino;servicio;variedades;la aguacatala;1;14.0;2/02/2017;$ 7,000,000.00;microempresarial
490;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;12/09/2018;$ 4,000,000.00;microempresarial
491;masculino;servicio;barberia;villa del socorro;2;8.0;12/09/2016;2000000;microempresarial
492;femenino;industria;fabrica de ;popular;1;1.0;12/08/2016;6890000;microempresarial
493;femenino;comercio;tienda;popular;2;1.0;5/10/2016;6890000;microempresarial
